日期,時段名稱,具體時間,節氣,年柱,年屬性,月柱,月屬性,日柱,日屬性,時柱,時屬性,年星,年星五行,月星,月星五行,日星,日星五行,時星,時星五行
1978-01-12,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲戌,陽木陽土,甲戌,陽木陽土,五黃,土,九紫,火,五黃,土,五黃,土
1978-01-12,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲戌,陽木陽土,乙亥,陰木陰水,五黃,土,九紫,火,五黃,土,六白,金
1978-01-12,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲戌,陽木陽土,丙子,陽火陽水,五黃,土,九紫,火,五黃,土,四綠,木
1978-01-13,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,丙子,陽火陽水,五黃,土,九紫,火,六白,金,七赤,金
1978-01-13,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,丁丑,陰火陰土,五黃,土,九紫,火,六白,金,八白,土
1978-01-13,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,戊寅,陽土陽木,五黃,土,九紫,火,六白,金,九紫,火
1978-01-13,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,己卯,陰土陰木,五黃,土,九紫,火,六白,金,一白,水
1978-01-13,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,庚辰,陽金陽土,五黃,土,九紫,火,六白,金,二黑,土
1978-01-13,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,辛巳,陰金陰火,五黃,土,九紫,火,六白,金,三碧,木
1978-01-13,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,壬午,陽水陽火,五黃,土,九紫,火,六白,金,四綠,木
1978-01-13,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,癸未,陰水陰土,五黃,土,九紫,火,六白,金,五黃,土
1978-01-13,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,甲申,陽木陽金,五黃,土,九紫,火,六白,金,六白,金
1978-01-13,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,乙酉,陰木陰金,五黃,土,九紫,火,六白,金,七赤,金
1978-01-13,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,丙戌,陽火陽土,五黃,土,九紫,火,六白,金,八白,土
1978-01-13,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,丁亥,陰火陰水,五黃,土,九紫,火,六白,金,九紫,火
1978-01-13,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙亥,陰木陰水,戊子,陽土陽水,五黃,土,九紫,火,六白,金,七赤,金
1978-01-14,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,戊子,陽土陽水,五黃,土,九紫,火,七赤,金,一白,水
1978-01-14,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,己丑,陰土陰土,五黃,土,九紫,火,七赤,金,二黑,土
1978-01-14,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,庚寅,陽金陽木,五黃,土,九紫,火,七赤,金,三碧,木
1978-01-14,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,辛卯,陰金陰木,五黃,土,九紫,火,七赤,金,四綠,木
1978-01-14,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,壬辰,陽水陽土,五黃,土,九紫,火,七赤,金,五黃,土
1978-01-14,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,癸巳,陰水陰火,五黃,土,九紫,火,七赤,金,六白,金
1978-01-14,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,甲午,陽木陽火,五黃,土,九紫,火,七赤,金,七赤,金
1978-01-14,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,乙未,陰木陰土,五黃,土,九紫,火,七赤,金,八白,土
1978-01-14,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,丙申,陽火陽金,五黃,土,九紫,火,七赤,金,九紫,火
1978-01-14,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,丁酉,陰火陰金,五黃,土,九紫,火,七赤,金,一白,水
1978-01-14,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,戊戌,陽土陽土,五黃,土,九紫,火,七赤,金,二黑,土
1978-01-14,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,己亥,陰土陰水,五黃,土,九紫,火,七赤,金,三碧,木
1978-01-14,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,丙子,陽火陽水,庚子,陽金陽水,五黃,土,九紫,火,七赤,金,一白,水
1978-01-15,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,庚子,陽金陽水,五黃,土,九紫,火,八白,土,四綠,木
1978-01-15,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,辛丑,陰金陰土,五黃,土,九紫,火,八白,土,五黃,土
1978-01-15,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,壬寅,陽水陽木,五黃,土,九紫,火,八白,土,六白,金
1978-01-15,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,癸卯,陰水陰木,五黃,土,九紫,火,八白,土,七赤,金
1978-01-15,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,甲辰,陽木陽土,五黃,土,九紫,火,八白,土,八白,土
1978-01-15,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,乙巳,陰木陰火,五黃,土,九紫,火,八白,土,九紫,火
1978-01-15,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,丙午,陽火陽火,五黃,土,九紫,火,八白,土,一白,水
1978-01-15,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,丁未,陰火陰土,五黃,土,九紫,火,八白,土,二黑,土
1978-01-15,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,戊申,陽土陽金,五黃,土,九紫,火,八白,土,三碧,木
1978-01-15,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,己酉,陰土陰金,五黃,土,九紫,火,八白,土,四綠,木
1978-01-15,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,庚戌,陽金陽土,五黃,土,九紫,火,八白,土,五黃,土
1978-01-15,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,辛亥,陰金陰水,五黃,土,九紫,火,八白,土,六白,金
1978-01-15,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,丁丑,陰火陰土,壬子,陽水陽水,五黃,土,九紫,火,八白,土,四綠,木
1978-01-16,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,壬子,陽水陽水,五黃,土,九紫,火,九紫,火,七赤,金
1978-01-16,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,癸丑,陰水陰土,五黃,土,九紫,火,九紫,火,八白,土
1978-01-16,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,甲寅,陽木陽木,五黃,土,九紫,火,九紫,火,九紫,火
1978-01-16,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,乙卯,陰木陰木,五黃,土,九紫,火,九紫,火,一白,水
1978-01-16,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,丙辰,陽火陽土,五黃,土,九紫,火,九紫,火,二黑,土
1978-01-16,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,丁巳,陰火陰火,五黃,土,九紫,火,九紫,火,三碧,木
1978-01-16,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,戊午,陽土陽火,五黃,土,九紫,火,九紫,火,四綠,木
1978-01-16,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,己未,陰土陰土,五黃,土,九紫,火,九紫,火,五黃,土
1978-01-16,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,庚申,陽金陽金,五黃,土,九紫,火,九紫,火,六白,金
1978-01-16,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,辛酉,陰金陰金,五黃,土,九紫,火,九紫,火,七赤,金
1978-01-16,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,壬戌,陽水陽土,五黃,土,九紫,火,九紫,火,八白,土
1978-01-16,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,癸亥,陰水陰水,五黃,土,九紫,火,九紫,火,九紫,火
1978-01-16,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,戊寅,陽土陽木,甲子,陽木陽水,五黃,土,九紫,火,九紫,火,七赤,金
1978-01-17,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,甲子,陽木陽水,五黃,土,九紫,火,一白,水,一白,水
1978-01-17,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,乙丑,陰木陰土,五黃,土,九紫,火,一白,水,二黑,土
1978-01-17,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,丙寅,陽火陽木,五黃,土,九紫,火,一白,水,三碧,木
1978-01-17,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,丁卯,陰火陰木,五黃,土,九紫,火,一白,水,四綠,木
1978-01-17,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,戊辰,陽土陽土,五黃,土,九紫,火,一白,水,五黃,土
1978-01-17,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,己巳,陰土陰火,五黃,土,九紫,火,一白,水,六白,金
1978-01-17,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,庚午,陽金陽火,五黃,土,九紫,火,一白,水,七赤,金
1978-01-17,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,辛未,陰金陰土,五黃,土,九紫,火,一白,水,八白,土
1978-01-17,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,壬申,陽水陽金,五黃,土,九紫,火,一白,水,九紫,火
1978-01-17,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,癸酉,陰水陰金,五黃,土,九紫,火,一白,水,一白,水
1978-01-17,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,甲戌,陽木陽土,五黃,土,九紫,火,一白,水,二黑,土
1978-01-17,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,乙亥,陰木陰水,五黃,土,九紫,火,一白,水,三碧,木
1978-01-17,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,己卯,陰土陰木,丙子,陽火陽水,五黃,土,九紫,火,一白,水,一白,水
1978-01-18,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,丙子,陽火陽水,五黃,土,九紫,火,二黑,土,四綠,木
1978-01-18,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,丁丑,陰火陰土,五黃,土,九紫,火,二黑,土,五黃,土
1978-01-18,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,戊寅,陽土陽木,五黃,土,九紫,火,二黑,土,六白,金
1978-01-18,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,己卯,陰土陰木,五黃,土,九紫,火,二黑,土,七赤,金
1978-01-18,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,庚辰,陽金陽土,五黃,土,九紫,火,二黑,土,八白,土
1978-01-18,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,辛巳,陰金陰火,五黃,土,九紫,火,二黑,土,九紫,火
1978-01-18,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,壬午,陽水陽火,五黃,土,九紫,火,二黑,土,一白,水
1978-01-18,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,癸未,陰水陰土,五黃,土,九紫,火,二黑,土,二黑,土
1978-01-18,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,甲申,陽木陽金,五黃,土,九紫,火,二黑,土,三碧,木
1978-01-18,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,乙酉,陰木陰金,五黃,土,九紫,火,二黑,土,四綠,木
1978-01-18,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,丙戌,陽火陽土,五黃,土,九紫,火,二黑,土,五黃,土
1978-01-18,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,丁亥,陰火陰水,五黃,土,九紫,火,二黑,土,六白,金
1978-01-18,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,庚辰,陽金陽土,戊子,陽土陽水,五黃,土,九紫,火,二黑,土,四綠,木
1978-01-19,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,戊子,陽土陽水,五黃,土,九紫,火,三碧,木,七赤,金
1978-01-19,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,己丑,陰土陰土,五黃,土,九紫,火,三碧,木,八白,土
1978-01-19,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,庚寅,陽金陽木,五黃,土,九紫,火,三碧,木,九紫,火
1978-01-19,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,辛卯,陰金陰木,五黃,土,九紫,火,三碧,木,一白,水
1978-01-19,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,壬辰,陽水陽土,五黃,土,九紫,火,三碧,木,二黑,土
1978-01-19,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,癸巳,陰水陰火,五黃,土,九紫,火,三碧,木,三碧,木
1978-01-19,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,甲午,陽木陽火,五黃,土,九紫,火,三碧,木,四綠,木
1978-01-19,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,乙未,陰木陰土,五黃,土,九紫,火,三碧,木,五黃,土
1978-01-19,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,丙申,陽火陽金,五黃,土,九紫,火,三碧,木,六白,金
1978-01-19,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,丁酉,陰火陰金,五黃,土,九紫,火,三碧,木,七赤,金
1978-01-19,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,戊戌,陽土陽土,五黃,土,九紫,火,三碧,木,八白,土
1978-01-19,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,己亥,陰土陰水,五黃,土,九紫,火,三碧,木,九紫,火
1978-01-19,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,辛巳,陰金陰火,庚子,陽金陽水,五黃,土,九紫,火,三碧,木,七赤,金
1978-01-20,早子時,00:00-01:00,大寒,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,庚子,陽金陽水,五黃,土,九紫,火,四綠,木,一白,水
1978-01-20,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,辛丑,陰金陰土,五黃,土,九紫,火,四綠,木,二黑,土
1978-01-20,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,壬寅,陽水陽木,五黃,土,九紫,火,四綠,木,三碧,木
1978-01-20,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,癸卯,陰水陰木,五黃,土,九紫,火,四綠,木,四綠,木
1978-01-20,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,甲辰,陽木陽土,五黃,土,九紫,火,四綠,木,五黃,土
1978-01-20,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,乙巳,陰木陰火,五黃,土,九紫,火,四綠,木,六白,金
1978-01-20,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,丙午,陽火陽火,五黃,土,九紫,火,四綠,木,七赤,金
1978-01-20,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,丁未,陰火陰土,五黃,土,九紫,火,四綠,木,八白,土
1978-01-20,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,戊申,陽土陽金,五黃,土,九紫,火,四綠,木,九紫,火
1978-01-20,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,己酉,陰土陰金,五黃,土,九紫,火,四綠,木,一白,水
1978-01-20,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,庚戌,陽金陽土,五黃,土,九紫,火,四綠,木,二黑,土
1978-01-20,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,辛亥,陰金陰水,五黃,土,九紫,火,四綠,木,三碧,木
1978-01-20,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,壬午,陽水陽火,壬子,陽水陽水,五黃,土,九紫,火,四綠,木,一白,水
1978-01-21,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,壬子,陽水陽水,五黃,土,九紫,火,五黃,土,四綠,木
1978-01-21,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,癸丑,陰水陰土,五黃,土,九紫,火,五黃,土,五黃,土
1978-01-21,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,甲寅,陽木陽木,五黃,土,九紫,火,五黃,土,六白,金
1978-01-21,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,乙卯,陰木陰木,五黃,土,九紫,火,五黃,土,七赤,金
1978-01-21,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,丙辰,陽火陽土,五黃,土,九紫,火,五黃,土,八白,土
1978-01-21,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,丁巳,陰火陰火,五黃,土,九紫,火,五黃,土,九紫,火
1978-01-21,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,戊午,陽土陽火,五黃,土,九紫,火,五黃,土,一白,水
1978-01-21,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,己未,陰土陰土,五黃,土,九紫,火,五黃,土,二黑,土
1978-01-21,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,庚申,陽金陽金,五黃,土,九紫,火,五黃,土,三碧,木
1978-01-21,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,辛酉,陰金陰金,五黃,土,九紫,火,五黃,土,四綠,木
1978-01-21,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,壬戌,陽水陽土,五黃,土,九紫,火,五黃,土,五黃,土
1978-01-21,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,癸亥,陰水陰水,五黃,土,九紫,火,五黃,土,六白,金
1978-01-21,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,癸未,陰水陰土,甲子,陽木陽水,五黃,土,九紫,火,五黃,土,四綠,木
1978-01-22,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,甲子,陽木陽水,五黃,土,九紫,火,六白,金,七赤,金
1978-01-22,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,乙丑,陰木陰土,五黃,土,九紫,火,六白,金,八白,土
1978-01-22,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,丙寅,陽火陽木,五黃,土,九紫,火,六白,金,九紫,火
1978-01-22,卯時,05:00-07:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,丁卯,陰火陰木,五黃,土,九紫,火,六白,金,一白,水
1978-01-22,辰時,07:00-09:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,戊辰,陽土陽土,五黃,土,九紫,火,六白,金,二黑,土
1978-01-22,巳時,09:00-11:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,己巳,陰土陰火,五黃,土,九紫,火,六白,金,三碧,木
1978-01-22,午時,11:00-13:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,庚午,陽金陽火,五黃,土,九紫,火,六白,金,四綠,木
1978-01-22,未時,13:00-15:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,辛未,陰金陰土,五黃,土,九紫,火,六白,金,五黃,土
1978-01-22,申時,15:00-17:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,壬申,陽水陽金,五黃,土,九紫,火,六白,金,六白,金
1978-01-22,酉時,17:00-19:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,癸酉,陰水陰金,五黃,土,九紫,火,六白,金,七赤,金
1978-01-22,戌時,19:00-21:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,甲戌,陽木陽土,五黃,土,九紫,火,六白,金,八白,土
1978-01-22,亥時,21:00-23:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,乙亥,陰木陰水,五黃,土,九紫,火,六白,金,九紫,火
1978-01-22,晚子時,23:00-24:00,,丁巳,陰火陰火,辛丑,陰金陰土,甲申,陽木陽金,丙子,陽火陽水,五黃,土,九紫,火,六白,金,七赤,金
1978-01-23,早子時,00:00-01:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙酉,陰木陰金,丙子,陽火陽水,五黃,土,九紫,火,七赤,金,一白,水
1978-01-23,丑時,01:00-03:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙酉,陰木陰金,丁丑,陰火陰土,五黃,土,九紫,火,七赤,金,二黑,土
1978-01-23,寅時,03:00-05:00,,丁巳,陰火陰火,辛丑,陰金陰土,乙酉,陰木陰金,戊寅,陽土陽木,五黃,土,九紫,火,七赤,金,三碧,木
